Gaia source IDs,True distance [pc],True RA [deg],True Dec [deg],Stellar mass [M_\odot],G-band mag,True planet mass [M_J],True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
5843795385578823552,172.48,194.18356356209247,-70.88576215991837,0.848,11.984,3.859,956.58,54.583,0.425,328.588,189.778,119.017,5.917,939.2,70.57,0.085,236.637,12.514,340.121,172.174,172.464,172.764,890.354,938.69,990.558,5.465,7.114,16.135,0.14,0.553,0.97,61.128,73.445,83.609
2268341317587066624,81.504,284.7761688317473,75.13998682976182,0.636,12.098,6.497,317.825,156.302,0.507,59.018,124.522,13.719,5.2,320.199,158.667,0.402,343.735,42.993,22.226,81.457,81.52,81.582,316.656,320.371,324.135,5.659,8.491,29.498,0.37,0.824,0.988,103.485,125.858,143.325
1376013242812927232,105.656,236.7111526076361,36.78418774687256,1.136,8.936,10.66,827.353,129.867,0.216,131.095,236.007,107.117,11.127,821.799,128.987,0.256,235.164,43.875,780.551,105.619,105.785,105.951,806.497,823.716,842.611,10.103,11.263,12.493,0.069,0.222,0.413,121.062,128.019,136.582
5312257311137462016,210.188,143.1064853379124,-52.356445006453335,0.69,14.218,9.893,1047.613,150.778,0.39,340.068,312.986,7.517,10.544,1052.968,149.405,0.362,225.843,179.248,43.415,209.84,210.298,210.764,1033.048,1062.921,1098.353,9.609,11.037,13.052,0.143,0.353,0.584,129.55,139.395,150.564
219043439474756992,73.689,60.7543084033542,34.967384074779474,0.437,13.585,12.732,2111.609,124.732,0.226,291.84,335.102,41.38,12.752,2028.784,125.795,0.174,105.482,149.433,32.634,73.585,73.666,73.744,1890.648,2081.85,2406.301,12.166,13.176,14.648,0.134,0.184,0.249,120.216,124.301,128.392
4758837958836992512,89.146,88.65168351676326,-60.46608535499599,0.763,11.373,6.876,379.329,80.24,0.034,358.943,238.229,31.538,12.302,373.174,70.929,0.52,7.329,60.466,230.096,88.824,89.099,89.336,369.593,374.82,380.171,11.853,24.989,130.672,0.581,0.983,0.999,68.052,87.592,95.222
1426457668063878656,142.794,253.65789691929504,55.16323415747864,1.112,9.676,6.095,1380.456,80.236,0.018,191.561,165.716,186.531,7.007,1373.911,79.315,0.259,175.837,159.911,113.228,142.542,142.703,142.862,1320.324,1406.321,1568.283,6.544,7.627,13.451,0.156,0.489,0.972,71.062,78.972,85.675
5666664027960630656,251.537,150.70606633667836,-23.055229794195526,0.947,11.662,7.848,1180.756,65.876,0.183,179.741,124.371,60.648,10.158,1201.769,65.51,0.368,285.752,122.231,358.647,250.647,251.384,252.133,1157.875,1214.282,1279.981,8.831,11.567,26.344,0.17,0.566,0.966,58.124,68.793,78.981
896106271727872,135.39,46.18846750540428,2.4374752905998016,0.456,14.738,4.983,823.318,160.458,0.203,228.31,234.644,114.358,11.665,792.019,118.226,0.772,108.159,89.911,115.36,135.508,135.985,136.452,775.958,804.766,844.361,8.096,22.48,112.407,0.538,0.963,0.998,94.065,106.916,126.7
6172172573369653760,111.139,207.9226803465911,-30.3073052215112,0.601,13.068,4.351,646.685,111.637,0.003,332.384,71.952,3.708,6.186,643.547,93.761,0.525,107.662,56.559,261.905,111.222,111.378,111.542,621.622,640.072,657.433,5.266,6.342,10.867,0.169,0.487,0.892,84.28,93.699,105.61
4065221596945757824,89.13,274.7399036918197,-25.028675229097686,0.428,14.083,8.456,1160.532,39.9,0.341,310.876,140.963,75.528,8.423,1138.718,26.838,0.216,7.705,104.732,130.099,88.747,88.897,89.05,1119.607,1142.969,1169.779,8.051,8.594,9.218,0.109,0.204,0.302,23.437,32.212,39.71
3606970851520318208,235.668,206.23584985918896,-13.622242270226412,0.729,13.917,8.353,1249.926,98.308,0.014,248.722,334.295,189.135,10.383,1275.35,103.482,0.679,121.642,158.494,363.017,234.329,235.172,236.028,1199.129,1264.637,1321.271,9.432,21.539,131.952,0.523,0.962,0.999,90.583,95.263,105.534
3591380292034568448,92.146,171.05625771136306,-8.52721876292669,0.651,12.966,4.729,755.663,104.372,0.152,74.02,249.474,84.001,5.075,754.703,114.198,0.232,174.482,69.023,684.482,91.969,92.126,92.281,740.731,756.878,777.863,4.879,6.637,17.535,0.143,0.688,0.984,102.567,113.01,125.419
982984290248904064,184.63,112.68111516725575,50.25204648427265,0.722,13.158,10.615,1472.87,154.488,0.221,338.473,65.69,203.746,10.62,1460.494,153.028,0.281,314.963,32.994,253.025,184.173,184.62,185.08,1417.418,1495.412,1650.981,10.457,11.286,12.291,0.16,0.293,0.431,132.377,142.773,153.52
6412386280303818752,185.547,327.5645864404048,-57.1026406619526,0.599,14.19,5.871,1440.298,40.484,0.369,73.744,130.65,109.772,7.337,1343.295,53.826,0.211,10.342,125.912,1195.658,184.806,185.244,185.711,1312.498,1406.941,1738.552,6.508,7.665,9.457,0.14,0.419,0.821,43.277,54.201,63.335
5681026428662736128,85.803,137.22091435149923,-18.425539674112727,0.611,12.418,8.157,869.907,93.958,0.01,339.452,259.669,135.991,10.056,869.919,89.37,0.429,206.48,77.766,250.589,85.567,85.661,85.753,858.458,869.479,880.203,9.245,10.062,11.234,0.266,0.428,0.597,85.884,89.238,92.532
1103573915221253888,110.324,100.28188757369918,65.02778181752315,1.294,8.415,7.035,1652.806,132.944,0.081,56.389,305.427,98.971,7.518,1569.62,133.936,0.071,274.129,121.503,276.151,110.182,110.322,110.459,1520.032,1655.849,2083.875,6.996,7.648,8.382,0.046,0.169,0.381,126.14,134.738,145.117
2903936863249549824,199.447,86.18507276298995,-29.824569185096795,0.738,12.918,6.557,1014.832,126.956,0.003,171.868,192.992,138.831,10.044,957.49,114.615,0.466,306.661,1.599,29.596,199.435,199.789,200.14,945.726,969.481,998.266,8.382,10.08,12.972,0.281,0.508,0.816,108.749,115.331,123.827
1948054130174960512,163.221,329.81915601399487,34.339336524767525,0.539,14.422,7.37,1095.187,60.205,0.243,113.897,278.197,159.894,9.616,1082.606,71.352,0.758,300.157,98.714,206.536,162.958,163.416,163.876,1066.358,1106.417,1161.398,9.396,22.108,66.686,0.747,0.968,0.997,68.884,81.135,87.073
2172251938429944320,98.309,319.4939506984179,51.487956693365206,0.855,10.206,9.193,1887.31,131.538,0.464,283.015,90.418,17.369,9.357,1650.53,134.391,0.471,282.648,76.731,76.881,98.089,98.175,98.257,1571.611,1771.807,2264.426,8.995,9.783,10.868,0.418,0.523,0.643,122.305,130.038,137.852
1309857930272167808,81.028,254.64109647038444,30.349551406010903,0.293,15.226,2.992,962.402,87.399,0.133,351.145,42.881,74.43,11.149,919.296,86.247,0.962,274.55,47.98,829.961,81.03,81.15,81.268,912.109,932.802,962.651,3.237,7.409,41.126,0.403,0.932,0.998,80.953,87.639,90.071
5275482907769339520,123.289,117.86190882721313,-65.75129428494874,0.691,12.536,11.524,1639.227,7.758,0.451,321.367,345.15,13.188,11.796,1580.143,12.645,0.377,260.068,57.926,66.545,123.134,123.296,123.453,1526.949,1607.004,1723.959,11.717,12.325,13.048,0.312,0.402,0.495,18.26,25.854,33.053
2243749503083678080,176.625,306.1530777790921,63.69186092367921,0.625,13.865,11.728,721.969,19.099,0.365,267.727,242.886,102.65,10.531,716.583,31.488,0.385,82.482,28.333,33.058,176.072,176.353,176.632,705.403,716.27,727.607,10.062,11.297,13.094,0.241,0.417,0.602,29.797,40.529,49.87
4013125911335242752,201.393,182.037586446345,29.13313248136825,0.457,15.591,11.987,790.168,48.731,0.227,194.162,176.335,89.09,12.1,782.895,37.395,0.135,276.183,56.179,738.231,198.586,200.017,201.421,755.149,787.929,821.017,12.343,15.352,26.059,0.117,0.43,0.89,39.271,54.365,68.964
4670029957984456448,113.9,58.95753988134074,-65.0289974507998,0.733,11.743,5.76,1082.042,26.259,0.251,285.233,236.495,172.11,6.268,1113.243,33.957,0.418,128.157,57.014,259.875,113.776,113.915,114.054,1086.868,1112.739,1139.882,5.879,6.574,7.472,0.248,0.417,0.596,29.15,39.932,49.323
1119467080921447808,85.414,140.67847276282436,70.7333964350317,0.757,10.912,10.924,2087.816,119.676,0.068,20.803,312.497,127.256,10.845,1839.263,123.213,0.19,331.37,134.424,753.521,85.259,85.341,85.424,1845.503,1959.244,2091.733,10.547,10.835,11.127,0.036,0.106,0.195,120.285,125.042,130.765
1329517301255977728,102.801,245.33623442197722,35.89767531048359,1.265,8.524,6.509,927.101,53.634,0.084,41.005,105.646,54.843,7.79,932.499,57.442,0.112,217.729,97.566,491.877,102.772,102.868,102.962,910.396,930.985,951.598,7.292,7.921,8.573,0.039,0.133,0.278,50.81,58.734,65.524
6678385837013230592,117.14,312.152668862823,-40.83175246140375,0.59,13.27,7.785,733.723,5.759,0.124,120.618,9.195,71.718,8.18,734.147,22.484,0.335,52.326,82.262,68.852,116.754,117.022,117.313,724.657,734.548,745.807,7.92,8.746,9.962,0.201,0.346,0.502,24.662,34.536,44.052
5063110828114809216,215.475,40.60827988256761,-32.18269366400112,0.719,13.767,6.711,1077.29,86.374,0.174,275.233,104.315,51.245,6.988,1161.337,88.554,0.307,357.429,111.332,366.232,214.007,214.542,215.096,1119.767,1167.977,1210.333,6.556,7.809,15.184,0.096,0.441,0.989,81.235,88.993,97.977
863422773073296896,177.544,177.22395135887638,64.0837454278107,0.795,12.189,4.897,1247.872,51.36,0.323,64.4,78.411,109.259,6.253,1324.952,39.725,0.807,93.268,107.435,349.1,177.002,177.324,177.652,1253.942,1325.472,1396.8,5.794,12.989,49.107,0.644,0.953,0.997,45.457,68.227,83.67
4982367848130341888,220.201,14.583804660769745,-44.60127970600646,0.763,12.854,11.42,563.898,90.781,0.033,194.406,65.961,30.264,11.063,570.882,76.152,0.234,67.78,67.7,419.426,218.322,218.775,219.239,560.75,569.911,578.651,9.794,10.934,12.871,0.071,0.231,0.486,68.882,76.902,84.669
1872444426396216832,48.976,313.31458661317976,37.6909123671965,0.809,9.086,12.167,1796.799,167.314,0.033,119.461,293.759,200.972,12.572,1834.47,161.824,0.04,287.36,144.49,1825.334,48.97,48.992,49.014,1792.935,1831.621,1885.879,12.341,12.608,12.926,0.014,0.039,0.073,156.276,160.609,165.296
5864229495623675520,170.624,204.97412612990752,-63.774820271978726,1.041,9.989,10.179,1581.317,41.407,0.065,347.265,67.858,117.687,10.123,1572.408,44.601,0.154,309.157,59.012,1487.546,170.494,170.779,171.067,1511.458,1625.355,1936.109,9.649,10.453,11.408,0.079,0.221,0.419,40.201,47.402,53.924
2456841900289857920,180.25,22.296332296454484,-13.558457126946832,0.4,15.874,7.469,1431.757,151.719,0.103,75.858,208.482,114.659,10.724,1307.819,112.474,0.328,302.203,33.184,249.999,178.782,179.902,181.079,1254.394,1344.905,1775.974,10.438,15.855,39.111,0.252,0.821,0.975,95.526,104.928,118.455
4721077740241161344,317.946,44.47823466829337,-63.63609726585826,0.765,13.986,11.246,886.916,145.226,0.111,90.738,348.249,63.121,12.946,874.172,127.45,0.114,233.406,11.632,362.112,317.029,317.861,318.738,847.385,877.345,909.144,11.779,13.883,16.892,0.067,0.247,0.624,112.933,124.619,137.303
3248925129137833344,81.23,54.15616837700168,-4.141503255230775,0.729,11.469,5.774,886.809,50.324,0.079,118.751,229.373,40.836,6.148,895.929,56.043,0.16,184.386,42.02,636.125,80.975,81.058,81.141,877.223,896.476,915.628,5.623,6.273,6.951,0.06,0.184,0.332,49.48,56.992,62.786
2906637362589076480,207.404,81.4263436287223,-28.969455916741047,0.971,11.869,4.95,1416.932,156.519,0.031,78.475,284.368,146.368,7.403,1291.024,122.63,0.26,301.655,94.586,333.992,206.94,207.338,207.739,1240.733,1298.492,1373.78,6.64,7.773,9.386,0.091,0.288,0.643,109.767,119.993,132.219
4847576415577983104,119.003,50.99212589427946,-44.6260645014867,0.805,11.527,8.645,528.732,104.946,0.032,301.342,140.313,57.729,11.174,532.657,102.803,0.172,106.827,134.963,324.55,118.6,118.746,118.888,525.374,532.558,540.002,10.177,11.258,12.473,0.054,0.181,0.367,97.469,102.628,108.439
6253107486857694464,77.102,230.63925252893637,-20.712679681589137,0.899,9.485,6.945,414.466,58.623,0.027,26.303,230.532,6.515,8.916,420.181,64.64,0.14,36.918,52.469,228.094,76.963,77.053,77.149,416.043,419.405,423.173,7.965,9.201,11.037,0.058,0.192,0.44,55.691,65.649,73.531
2441454956612604288,83.171,359.89568543644066,-7.811370693137569,0.986,9.406,7.663,1324.509,107.955,0.124,204.694,8.323,148.196,8.244,1243.719,108.351,0.156,210.496,13.004,155.286,83.125,83.211,83.3,1221.151,1245.279,1270.018,7.722,8.32,8.949,0.062,0.168,0.311,103.9,108.302,112.922
2002130070544809344,172.48,341.63786439260775,53.472641702424646,0.836,12.131,12.758,353.442,72.751,0.085,173.324,109.719,45.705,12.356,348.766,71.503,0.188,64.906,100.855,264.727,171.685,172.186,172.622,344.456,349.474,354.759,11.708,14.103,20.039,0.1,0.353,0.878,65.794,75.16,84.357
5342936262538407424,234.351,172.77960050528438,-56.28654496475778,1.011,10.629,11.457,687.649,132.212,0.142,68.011,31.599,20.9,11.81,617.816,137.757,0.227,330.194,8.819,496.071,234.05,234.714,235.351,592.714,615.307,638.248,11.675,15.158,37.361,0.15,0.565,0.967,107.714,123.596,139.238
6902456204989710720,187.771,313.43745584499004,-9.88370963200762,0.794,12.603,3.374,1691.6,37.505,0.15,341.533,25.581,155.436,8.15,1257.208,74.261,0.666,87.514,13.009,337.116,188.194,188.709,189.223,1197.972,1261.716,1333.534,7.468,17.135,79.456,0.581,0.948,0.997,69.816,83.853,89.165
1715884106707927808,108.21,198.13541460247365,75.72072773289452,0.371,15.038,11.277,508.465,82.148,0.209,79.307,57.115,43.63,12.62,508.016,83.099,0.267,43.894,55.778,507.426,108.002,108.17,108.341,502.654,508.453,514.276,11.388,12.461,13.69,0.066,0.196,0.391,78.771,83.139,87.317
4308259846169194112,34.148,291.1755879712941,8.549090805349431,0.599,10.581,9.715,1279.388,72.447,0.186,298.833,107.056,72.343,9.612,1264.167,71.938,0.127,319.346,107.561,136.799,34.142,34.157,34.172,1255.646,1265.824,1276.339,9.406,9.61,9.817,0.09,0.125,0.161,70.91,72.031,73.12
4946108394187116928,218.074,37.390328772797545,-45.97023607412455,0.627,14.312,10.696,1044.213,114.397,0.235,76.775,219.702,139.347,12.428,1000.706,104.016,0.223,246.823,39.208,80.53,217.435,218.014,218.601,977.391,1002.785,1029.819,11.406,12.64,14.017,0.068,0.213,0.414,95.174,102.434,109.873
3026981457172060544,137.195,112.50725837308488,-17.009101165143043,0.38,15.469,12.881,1507.937,167.154,0.076,294.32,56.419,238.03,12.727,1615.458,163.423,0.2,331.626,160.309,1578.817,136.181,136.663,137.141,1558.995,1645.877,1811.259,12.613,13.389,14.309,0.117,0.243,0.385,143.453,151.359,159.73
6071950026931723264,115.077,187.2636255078143,-56.395037743894136,0.845,11.135,8.534,1409.459,178.996,0.053,210.578,345.475,119.49,9.171,1369.957,160.113,0.088,113.487,50.24,856.393,115.161,115.281,115.401,1350.731,1371.844,1395.097,8.93,9.32,9.746,0.028,0.08,0.142,149.465,155.565,162.38
5428460056491790464,111.678,136.1815594798877,-41.15845475768105,0.431,14.546,11.538,339.128,48.928,0.114,280.351,317.048,9.612,12.079,339.275,53.246,0.161,243.525,127.819,133.367,111.52,111.733,111.941,337.329,339.695,342.143,11.306,12.217,13.165,0.051,0.153,0.287,46.091,53.523,60.024
1457098686307614592,209.207,209.19549780546737,31.32558749608616,0.863,11.566,4.479,1419.545,100.772,0.31,297.199,162.248,2.715,9.759,1255.903,95.082,0.703,93.932,168.889,570.403,208.472,208.949,209.495,1218.299,1281.813,1528.874,6.376,11.195,71.84,0.293,0.858,0.998,89.236,93.136,101.768
1457504577898382592,210.483,209.59164820187908,31.82178699590621,1.027,10.859,8.191,1127.868,106.317,0.071,146.756,133.334,149.895,8.648,1148.695,113.791,0.14,341.88,127.009,817.776,209.52,210.046,210.564,1103.811,1159.49,1229.521,8.208,9.628,15.502,0.107,0.381,0.906,100.713,111.266,122.665
249370925107845376,38.847,53.05568206308781,49.238884872436756,0.548,11.227,1.061,1584.706,42.214,0.134,19.703,192.34,102.608,1.294,1512.961,43.157,0.275,235.06,35.817,349.452,38.842,38.861,38.88,1470.866,1632.85,2050.381,1.241,1.461,1.896,0.072,0.25,0.558,40.087,51.288,61.387
5451779255000419840,235.37,166.52996175254046,-31.59090239227513,0.65,14.283,12.598,901.874,166.076,0.15,355.9,201.103,3.051,12.587,861.827,159.024,0.297,179.991,6.716,52.836,235.045,235.824,236.599,831.704,856.804,881.729,12.945,14.781,19.023,0.18,0.408,0.757,125.781,138.182,150.212
2689551646523006720,43.442,318.64256985240377,0.03265724563583015,0.238,14.539,6.105,187.685,121.921,0.173,267.627,224.986,18.664,8.488,185.437,108.706,0.463,71.171,53.496,181.138,43.365,43.401,43.437,184.395,186.594,188.675,6.243,8.118,14.838,0.18,0.499,0.894,102.801,110.499,119.585
4983754229213273984,114.099,19.07627954554294,-42.479730491635124,1.289,8.54,8.654,753.177,65.032,0.227,0.175,350.258,62.557,9.798,775.5,65.135,0.696,155.655,169.034,17.648,113.742,113.908,114.071,744.137,766.704,782.584,8.768,11.625,34.877,0.435,0.858,0.993,58.362,68.465,78.43
3550157505165745792,109.89,162.5410790432981,-22.087443704448344,0.38,14.992,7.777,939.63,34.371,0.255,266.371,318.577,90.619,8.217,922.029,38.93,0.505,81.216,170.016,144.989,109.071,109.317,109.572,909.576,930.335,956.023,6.86,7.921,10.387,0.169,0.412,0.692,29.177,41.047,53.776
5684610497267280896,87.306,147.55225162852173,-16.345084049222294,0.362,14.661,3.808,882.404,45.555,0.295,142.189,269.413,127.661,4.566,879.108,54.453,0.413,315.006,96.699,140.758,87.35,87.516,87.684,844.26,876.08,905.5,4.334,5.31,12.415,0.324,0.625,0.968,48.814,59.544,71.513
4881227243824841984,134.378,71.76908316804843,-26.8181767802579,0.319,16.044,4.567,952.158,47.933,0.299,232.378,354.4,135.739,7.362,970.618,58.016,0.287,90.118,164.662,183.603,133.744,134.213,134.69,925.181,962.358,1001.985,6.795,8.144,11.481,0.166,0.445,0.833,51.954,60.805,68.828
1542468789181935744,220.163,186.6273149247449,47.74632658549287,0.766,12.834,10.174,1154.88,75.657,0.58,13.093,97.979,137.579,9.723,1127.716,73.099,0.521,359.996,111.808,86.293,219.188,219.663,220.132,1121.995,1154.809,1177.705,10.214,14.802,66.068,0.61,0.97,0.999,58.644,72.902,82.478
1440808833131343872,29.728,268.0492802529141,64.7674770885115,0.569,10.468,0.725,1383.603,67.261,0.076,115.898,256.159,210.884,1.643,1268.112,87.758,0.821,112.08,97.114,823.772,29.723,29.731,29.74,1255.419,1363.764,1843.272,1.088,3.406,14.415,0.792,0.988,0.999,79.043,88.128,90.546
4633155327286123648,133.391,25.336933481650377,-79.14374012507709,0.813,11.415,9.306,414.901,21.872,0.026,184.095,163.658,28.459,12.637,409.323,56.269,0.4,110.753,92.424,272.114,132.983,133.194,133.399,404.473,409.491,414.532,11.129,13.325,18.798,0.198,0.453,0.825,48.246,58.909,68.8
1402711171841379200,82.368,234.4789978874723,50.15464991273668,0.453,13.685,9.658,1665.206,110.141,0.077,97.452,337.934,143.507,9.722,1631.297,111.044,0.116,295.704,153.941,243.423,82.273,82.336,82.4,1592.276,1640.705,1714.63,9.497,9.763,10.044,0.058,0.121,0.189,109.093,110.837,112.603
3430974533525941632,35.555,87.44097234482733,27.120157301958773,0.799,8.576,3.163,1221.341,27.062,0.146,306.032,255.328,23.786,3.102,1196.515,15.306,0.24,83.679,159.141,149.023,35.555,35.575,35.594,1156.187,1209.216,1275.343,3.09,3.316,3.592,0.149,0.254,0.36,22.34,31.316,39.938
4134247012741503744,85.575,253.0138318373055,-15.060673073807546,0.299,15.282,10.67,199.458,176.13,0.152,253.411,140.935,25.342,9.524,200.679,132.026,0.308,76.626,7.9,1.394,84.909,85.118,85.346,197.322,201.106,205.241,9.276,11.402,19.606,0.111,0.423,0.888,104.645,121.313,138.416
1354456046040249088,64.453,258.35483704010335,43.294740059159025,0.329,14.342,1.239,1216.999,16.628,0.276,109.004,242.011,104.337,2.098,1178.176,16.792,0.795,228.441,68.882,1114.83,64.403,64.448,64.492,1130.591,1191.179,1275.556,2.425,8.206,35.127,0.82,0.987,0.999,46.423,74.303,86.208
1260614274796843136,83.458,214.53997063533657,28.381307601162288,0.838,9.908,3.294,848.649,48.533,0.007,11.224,216.116,101.883,4.738,850.123,66.098,0.506,274.698,34.379,265.449,83.363,83.442,83.524,825.479,851.329,879.701,3.814,4.804,8.596,0.235,0.538,0.895,57.296,68.228,78.562
3929649098769166976,64.311,194.9875689569572,13.536766967462416,0.514,12.614,11.787,1268.723,143.321,0.666,15.767,247.063,32.123,12.802,1262.413,142.875,0.745,192.981,64.403,33.73,64.291,64.363,64.435,1239.772,1268.552,1301.934,12.251,13.737,21.838,0.703,0.815,0.945,130.771,141.852,152.715
2036925554803920256,328.191,286.03815650626365,27.07699535916304,0.846,13.105,9.561,681.393,18.559,0.037,196.101,211.293,4.51,12.626,692.93,41.873,0.091,107.029,56.925,244.148,326.853,327.797,328.753,676.243,691.65,708.266,11.848,13.71,16.378,0.063,0.222,0.557,35.67,48.627,60.26
6583397446941731968,227.519,319.9716044468697,-38.30722045481084,0.729,13.899,10.813,1093.759,117.726,0.551,335.63,130.883,144.476,11.501,1040.807,107.488,0.264,210.112,119.638,720.406,226.706,227.509,228.313,1011.554,1074.604,1511.494,10.787,14.598,37.291,0.223,0.699,0.974,89.733,99.508,112.413
1083586236935583104,176.26,122.7330725081424,59.75410660427983,0.579,14.459,9.132,1139.954,105.185,0.103,59.355,171.695,18.663,11.809,1072.282,103.628,0.547,55.278,168.73,13.205,175.216,175.753,176.314,1031.097,1065.198,1102.893,12.713,31.306,89.561,0.599,0.943,0.993,91.373,94.793,102.638
