Binary source ID,True distance [pc],True RA [deg],True Dec [deg],Primary stellar mass [M_\odot],Secondary stellar mass [M_\odot],Apparent stellar mass [M_\odot],Primary G-band mag,Secondary G-band mag,Apparent G-band mag,True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg],\Delta \chi^2
65,23.82569,158.8527104715713,25.22685776096102,0.13601,0.13492,0.20767,14.66993,14.70105,13.9328,971.21324,50.74139,0.74348,73.79507,314.6933,14.05762,2.79103,983.61983,71.56955,0.9295,265.11891,128.00769,16.73929,23.82379,23.83346,23.84309,953.96955,976.43889,999.19282,2.68774,5.74327,13.14981,0.91988,0.98281,0.99653,71.19916,80.88707,85.92206,401.2868
66,53.93551,159.8135676634452,72.00548620569933,0.25233,0.23725,0.36619,14.12813,14.28513,13.45122,936.08185,144.63417,0.36578,107.18306,156.27091,55.8972,9.37927,928.76134,142.8834,0.38211,103.7438,158.89714,39.855,53.87701,53.90492,53.93304,924.52147,928.98947,933.55542,9.13408,9.37601,9.62668,0.34843,0.37997,0.41176,140.43558,142.80124,145.36107,4820.43289
67,42.3948,26.16097086973994,29.29828380546127,0.35121,0.34022,0.47825,13.11174,13.19455,12.39978,952.52683,157.4643,0.3675,80.49757,169.55566,128.53463,6.65061,962.62825,145.56035,0.35958,74.59761,148.74792,166.51876,42.34143,42.36787,42.39394,954.20956,962.98125,971.86294,6.4564,6.67145,6.9109,0.30673,0.35742,0.41137,140.7126,144.8835,149.5818,2220.79481
68,14.52064,169.61639690028943,-30.872566336726134,0.13984,0.13272,0.18779,14.0856,14.3019,13.4358,670.50968,87.1279,0.85916,308.97653,120.2671,105.55057,7.98503,670.05659,87.33922,0.6814,311.17227,118.50178,100.5698,14.5229,14.52597,14.52909,669.44588,670.07262,670.70951,7.83167,7.98644,8.1491,0.66369,0.68125,0.69871,86.99394,87.3397,87.68562,18249.83689
69,84.98145,32.61364822584903,-37.543563501363494,0.27354,0.25786,0.31644,16.37857,16.5343,15.70107,126.61859,145.12809,0.14435,157.90573,69.23521,12.08274,10.70573,127.71324,129.90547,0.2936,235.15394,89.58424,35.42823,84.76232,84.924,85.09142,127.0989,127.88434,128.64199,10.55517,15.60526,101.79764,0.23068,0.79705,0.99579,97.48961,116.70229,134.56546,57.44013
70,92.6108,357.8733428397956,48.74901559890126,0.39633,0.38123,0.54237,14.22042,14.33742,13.52477,1901.1928,142.93726,0.58771,22.12996,88.30905,245.77912,11.86664,1871.96429,135.32818,0.46916,36.1527,94.93366,284.65019,92.68436,92.78381,92.88028,1821.95578,1892.80756,1985.42146,11.55922,11.84073,12.12711,0.44245,0.47776,0.517,132.76044,135.74434,139.15706,5128.21212
71,97.61344,136.8881396794042,-30.156151425351496,0.42736,0.41587,0.57161,14.06433,14.16097,13.359,1230.62699,85.66834,0.7953,330.55554,212.84979,189.9271,12.1859,1241.28372,85.59309,0.82419,141.48959,32.85371,171.46802,97.31216,97.41208,97.51158,1202.96744,1241.29419,1285.03121,11.9018,17.11273,45.64614,0.80978,0.94489,0.99422,83.88251,86.49564,88.43114,666.15856
72,108.06632,292.0494244394632,-15.388579277304467,0.36478,0.34367,0.48837,14.98794,15.16149,14.31868,322.7882,108.6211,0.69487,119.88623,30.90144,4.01063,10.36162,320.2375,111.45324,0.30023,96.5004,23.15394,306.76866,107.69242,107.8935,108.09711,316.6365,320.33442,323.70841,9.00316,10.70955,13.4514,0.10148,0.33154,0.67956,102.24545,111.75799,123.00928,82.83226
73,203.35505,136.3067665639739,52.84530430318043,0.4477,0.43522,0.58278,15.54396,15.64658,14.84148,1157.92183,42.67253,0.3528,267.37733,179.57256,26.57288,11.94412,1141.40457,35.25766,0.38806,104.7168,13.53294,135.25509,203.18405,203.93325,204.72745,1112.68446,1142.96457,1175.73367,11.37733,13.59999,23.65709,0.25772,0.52114,0.87192,33.44425,45.94547,58.91736,118.98497
74,35.22369,270.05510343579743,62.901427363671864,0.37757,0.37573,0.43041,13.22352,13.24635,12.4823,959.53283,44.68089,0.45359,6.69236,214.83284,116.94782,2.50938,938.51301,61.66574,0.16367,199.6054,39.62817,163.71416,35.22521,35.23473,35.24387,926.39523,938.24446,949.91104,2.39938,2.52151,2.64663,0.09096,0.1683,0.25014,57.81519,61.83326,65.41802,586.55801
75,80.45068,121.76740257276538,51.74163100579237,0.31491,0.2964,0.42633,14.69449,14.8579,14.02055,676.01935,153.23957,0.74624,53.24771,185.30588,8.25338,10.57228,675.88684,158.07289,0.6619,269.68788,44.13468,10.44791,80.2874,80.37458,80.46196,673.20828,676.15024,679.13151,9.87635,10.86729,12.90188,0.57808,0.66872,0.77994,142.51921,151.64997,160.06674,853.51942
76,55.14414,60.72929346733279,5.002358113818547,0.29124,0.28248,0.40695,14.29086,14.37971,13.5818,501.98301,62.68217,0.10906,161.53722,331.07713,34.56627,6.14536,507.27332,62.73582,0.10628,56.98621,144.26082,133.94983,55.10015,55.13871,55.1768,503.90173,506.81743,509.99612,5.88835,6.21446,6.55364,0.04375,0.11815,0.21707,58.35058,63.34012,67.8385,430.9729
77,46.8123,152.34141703876216,-76.6391475934129,0.14106,0.13304,0.20689,15.74637,15.97917,15.10397,647.38831,61.78657,0.64797,43.13675,338.86795,98.23587,9.30526,647.38047,61.8039,0.59226,228.12449,158.57011,109.21612,46.7477,46.78383,46.81983,644.64682,647.52906,650.44528,8.93141,9.33318,9.77334,0.54532,0.59527,0.64407,59.71624,61.89802,63.99562,1317.3516
78,81.91954,115.1029821619089,-57.00146876022637,0.33428,0.31856,0.46686,14.43274,14.54348,13.73413,1469.3152,140.97241,0.77894,44.23273,95.14127,129.10016,7.44331,1577.24015,145.62523,0.81619,46.02444,98.37724,128.15052,81.83519,81.89729,81.9619,1514.61992,1604.42182,1726.26156,6.63976,8.97431,22.13771,0.7501,0.89059,0.9836,110.43647,135.56139,148.34679,547.66383
79,119.18415,185.21894392512073,-22.69934629956553,0.45124,0.44019,0.58113,14.37694,14.46355,13.66681,425.59984,93.73018,0.33986,204.19746,241.35843,20.5273,9.26258,423.26259,94.45456,0.31921,261.15042,55.52531,299.39035,118.82341,119.09233,119.35215,416.72408,423.44457,430.51984,8.28034,9.72417,12.54784,0.13124,0.36136,0.73521,86.22686,94.36724,103.81716,97.94511
80,107.34451,248.69015712181866,30.7869737282226,0.23885,0.22507,0.26502,17.42274,17.5877,16.74951,1073.90532,158.84175,0.8212,71.06581,256.40341,7.85751,10.58947,1029.30987,140.21466,0.70717,189.12629,21.32789,1004.13751,106.28678,106.74532,107.20587,1001.88625,1031.96709,1071.60003,9.98493,16.78079,63.69577,0.48321,0.92094,0.99384,102.00974,121.43768,137.38074,108.84476
81,95.09047,345.57725799442903,30.933413797940695,0.19943,0.18774,0.29509,16.7841,16.95722,16.11464,667.77089,60.99158,0.26175,263.22971,248.7832,23.98699,8.3554,636.87886,57.57662,0.28323,235.87864,40.77706,246.89185,94.35576,94.66762,94.98567,623.56344,637.74106,652.51919,7.51029,8.97225,11.63295,0.116,0.35965,0.76759,48.28022,59.74283,68.33767,73.3254
82,110.97015,343.48416305007737,51.46214987037173,0.22819,0.21137,0.32936,16.15967,16.34916,15.49771,2010.47238,86.3264,0.10588,10.48202,37.80696,240.92934,10.62853,1838.43138,88.74583,0.05446,126.61636,35.42192,805.45372,111.11312,111.34278,111.58489,1813.00723,1971.55415,2470.88137,10.47082,11.16714,13.4852,0.02533,0.08925,0.18471,86.96983,89.14668,91.21942,697.95545
83,68.72448,70.93523915479935,-36.40433514693004,0.32498,0.31234,0.39634,14.99605,15.127,14.30698,849.06154,137.41917,0.17414,220.11484,260.35094,57.01323,10.40898,857.17721,136.23833,0.17883,52.33858,83.22575,80.55793,68.70174,68.75583,68.8107,851.73268,857.20018,862.7279,10.12322,10.43392,10.74468,0.13065,0.17655,0.22346,132.85962,136.06648,139.54578,1759.32594
84,179.70138,348.84434463923,-13.758791099162748,0.48682,0.47885,0.61945,15.01718,15.0851,14.29803,959.45282,133.26589,0.10943,162.88094,260.83838,42.09094,8.54428,989.00026,132.50234,0.18508,25.06204,28.31006,312.23624,179.43042,180.00855,180.5767,951.62374,988.79629,1029.89208,7.89608,9.53967,12.8121,0.10621,0.31807,0.78123,114.95513,126.46232,139.92978,99.28246
85,126.13,8.499032252748162,-41.32775343874764,0.46584,0.45733,0.62252,14.38918,14.46311,13.67294,1071.74127,101.00008,0.44168,78.3451,118.21649,68.61843,10.34103,1054.6338,102.28028,0.51182,80.40336,119.94983,60.66945,125.87874,126.07273,126.26455,1032.72644,1055.84632,1079.6502,9.4265,10.88703,13.66397,0.4072,0.56748,0.74505,97.54192,101.55857,105.81271,255.45485
86,109.76937,41.10596534618682,-73.79618919787819,0.41167,0.40492,0.54582,14.48278,14.53926,13.75808,1050.79171,100.27177,0.00935,316.96192,15.30733,23.45822,6.16774,1073.56584,95.7113,0.37618,48.19108,11.78921,289.61942,109.60388,109.71765,109.83317,1051.0008,1073.63485,1099.03884,5.68987,6.23685,6.84948,0.19687,0.36357,0.53679,90.91649,95.68733,100.65058,173.5306
87,33.80793,44.99826438952354,-18.916853097654368,0.2409,0.23457,0.33657,14.00302,14.07564,13.28614,555.81756,40.59481,0.65528,313.20511,287.64173,48.79155,4.59915,556.98294,36.76859,0.70512,132.77668,115.81844,59.27896,33.75647,33.7704,33.78431,555.21987,557.2345,559.24716,4.36893,4.75765,5.39634,0.65181,0.72482,0.80911,33.3291,39.39284,44.92972,778.76868
88,120.9913,295.06185565552016,10.997123222311638,0.43483,0.42722,0.57689,14.71563,14.77801,13.9938,1116.81733,138.24296,0.22823,69.69498,37.0439,114.23219,8.2228,1069.93927,127.39353,0.3812,65.8804,46.46685,60.3396,120.98776,121.18992,121.39574,1048.30444,1073.13363,1099.4743,7.41786,8.76941,12.1285,0.24234,0.4564,0.73998,116.47475,124.69102,132.97165,226.39295
89,108.46203,121.9744448287304,-34.156809903787476,0.33694,0.32853,0.46552,15.3203,15.38962,14.60183,632.47388,99.19859,0.58036,301.02098,113.19242,17.67718,5.55173,637.97048,106.33543,0.49938,315.87823,121.17371,27.52407,108.32737,108.47835,108.62905,634.81895,648.30836,662.72101,6.07088,14.40031,72.02542,0.71847,0.9864,0.9994,91.95281,98.95165,112.36427,67.04713
90,90.05353,78.09248346093233,42.705151293847734,0.92022,0.91534,0.9115,9.69145,9.72545,8.95574,1244.81503,137.36129,0.17481,216.6055,263.56181,84.23406,8.42046,1220.65664,131.2802,0.19897,52.25234,76.84535,169.14225,89.90677,90.00785,90.10731,1187.40978,1228.00206,1279.34671,7.69988,8.43448,9.19673,0.09415,0.20857,0.33615,125.9467,131.26165,138.11626,411.80477
91,68.3429,281.0333357964424,-3.0052757049237826,0.13498,0.12704,0.2037,17.19614,17.43701,16.55734,1359.35317,25.87907,0.52886,172.31751,156.02864,139.32449,11.74391,1327.20632,31.33794,0.66065,209.38269,116.56973,123.34005,68.31157,68.56288,68.80754,1303.80763,1330.96755,1361.98566,11.21162,11.98221,12.96307,0.60474,0.67439,0.74585,24.67842,33.4563,40.86494,761.96908
92,52.25839,326.07503279549877,26.899277353807157,0.29533,0.288,0.35936,14.85144,14.91969,14.13246,387.75672,132.04265,0.62226,173.15617,212.32117,50.19711,3.96802,390.12077,125.29661,0.31128,9.47392,24.35669,76.95385,52.25648,52.3136,52.3811,384.97655,389.40291,393.47463,3.65711,4.16019,4.81451,0.13722,0.31172,0.54654,118.80001,124.38223,131.99511,217.362
93,289.85926,56.55474932469449,57.02726166405386,0.81918,0.81535,0.90952,13.16346,13.19379,12.42595,1212.61625,168.95995,0.22677,178.97767,340.25209,70.49859,8.07223,1206.20132,124.94886,0.16607,73.3221,136.5167,372.71994,290.12616,291.04681,291.93157,1136.36182,1223.79735,1345.98186,7.67962,8.92697,11.12,0.08734,0.30866,0.6965,108.25973,119.63485,134.18444,75.32129
94,85.88811,156.98213136658535,-58.289589428974764,0.1715,0.1565,0.2507,16.23623,16.48466,15.60078,1705.07552,154.3075,0.67587,160.55247,296.33578,191.66206,10.99424,1670.14205,152.9645,0.64692,4.16803,129.43716,232.1148,85.61079,85.74692,85.88317,1616.04441,1698.55153,1812.00921,10.64448,11.16204,11.78091,0.60722,0.66542,0.7245,145.05314,151.16241,158.56161,1423.88291
95,144.52626,193.23801629867674,-51.54239402426973,0.36118,0.35341,0.48836,15.4626,15.53539,14.74581,896.51107,105.82993,0.6272,135.55523,268.04836,67.54126,7.20358,925.95103,107.14996,0.61162,326.06514,88.05153,102.61224,143.21702,143.58067,143.92263,903.64634,930.15115,960.8669,6.48889,12.90937,51.23654,0.57034,0.96676,0.99826,93.61883,102.08061,114.92709,54.86234
96,26.46039,181.67609805569964,-0.039413892553994447,0.19619,0.19204,0.29596,13.57703,13.64057,12.85576,1222.28235,149.10761,0.6945,251.76339,228.77489,60.74623,4.17174,1218.23115,135.39996,0.53789,201.33035,161.75442,106.66658,26.45277,26.46432,26.47594,1207.49678,1218.77438,1230.33818,4.0279,4.20629,4.44539,0.48642,0.55058,0.62601,132.85949,135.48316,138.35572,2886.24352
97,49.3558,114.63543097692985,59.72390010735603,0.32586,0.30792,0.43445,13.50883,13.6446,12.82202,107.90768,173.24138,0.25778,28.22239,161.53579,12.94176,9.92669,108.17525,141.37766,0.51913,262.67181,55.6216,8.32845,49.35019,49.37909,49.40849,107.91247,108.16945,108.39435,9.01241,14.44964,46.3855,0.38647,0.75254,0.97421,103.60858,125.14031,143.47258,318.10281
98,74.13708,13.273546580710775,-1.7985153631136668,0.21323,0.20109,0.30867,16.27049,16.4032,15.58224,1496.88196,125.85875,0.72189,50.12371,229.80204,230.89243,5.79903,1383.04392,100.00795,0.25985,201.27901,48.14791,152.84978,73.64319,73.82427,74.00596,1350.61941,1452.91403,1723.21073,5.35672,6.39399,11.78831,0.23426,0.58511,0.98861,94.72177,101.64693,110.7037,128.36188
99,37.8123,161.33201050387845,2.2979812953016494,0.31292,0.30387,0.21129,14.13915,14.25571,13.44329,2030.24053,105.4805,0.46883,227.52949,124.46259,153.2489,6.68964,2045.49797,104.18711,0.3887,231.85116,123.78353,189.16345,37.79067,37.81436,37.83795,1971.11342,2096.81684,2276.14156,6.57244,6.68329,6.79706,0.35593,0.40623,0.46193,103.51829,104.34905,105.21424,7338.82674
100,134.79344,294.96946887244957,6.355238958640572,0.44463,0.43146,0.5908,14.74835,14.85647,14.04849,656.19856,116.09474,0.68038,306.19539,211.45746,10.98969,12.3491,644.29057,114.14747,0.59859,133.49065,34.50202,19.74035,134.8569,135.10905,135.36942,630.22723,642.41579,654.5385,12.75774,22.17089,83.92871,0.64401,0.93969,0.99619,96.24277,107.25057,118.96224,117.41565
101,108.49193,139.29198283322373,-33.673314505060446,0.43359,0.42248,0.56679,14.33128,14.42244,13.62333,308.41711,76.4322,0.51859,136.97561,55.83366,22.0838,11.575,303.50331,59.8557,0.8741,182.28647,41.72749,48.25357,108.48778,108.60847,108.7252,302.79031,305.68531,308.47761,11.75584,26.29447,97.40432,0.86459,0.98849,0.99912,57.88354,74.45047,84.67992,118.94572
102,27.37451,317.83354878333864,4.674464119885144,0.25652,0.25002,0.37228,12.60172,12.65465,11.87529,115.69502,157.10999,0.26265,244.59756,276.97592,1.87136,2.67917,116.91538,126.72525,0.31511,165.8649,124.40471,27.54071,27.3724,27.38188,27.39126,116.21256,116.85099,117.61631,2.59013,3.65656,12.55563,0.22811,0.77469,0.99164,100.38217,117.46162,133.30428,60.3306
103,126.05812,300.00901203803716,34.50262919419184,0.20913,0.19699,0.3037,16.86906,17.01691,16.18789,682.64956,41.1952,0.00395,283.202,136.26203,59.27531,8.05724,691.78273,43.07063,0.32781,214.19289,0.31093,341.84465,125.73138,126.20752,126.70986,672.08558,700.1916,729.64355,8.14651,13.90025,52.71104,0.30671,0.85582,0.99021,44.33301,62.25618,80.34745,52.99212
104,68.94838,244.50592772335048,-21.280839315361835,0.29121,0.28452,0.41307,14.27858,14.3322,13.55249,1281.53992,42.12314,0.70321,343.73926,203.28046,139.87069,3.33656,1304.76719,62.51544,0.63631,156.2529,29.56002,153.4448,68.89291,68.96343,69.0292,1260.37676,1332.63,1456.5043,3.70128,7.48924,25.63048,0.71592,0.96614,0.9972,60.38385,76.56289,85.18491,138.55574
105,77.94086,206.68404355617892,0.00729349883034815,0.49501,0.48934,0.61199,13.41753,13.46662,12.68922,1930.40561,55.94095,0.76205,246.48721,63.15412,275.19646,7.16683,1670.40058,63.76817,0.57881,223.18443,91.48042,305.63951,77.72791,77.81832,77.91168,1667.48427,1909.13522,2424.11907,6.50099,7.57727,11.6016,0.58734,0.7822,0.93668,49.81316,60.66424,68.82861,382.21788
106,76.86996,315.2493010364942,3.2127455656206587,0.15691,0.14869,0.24429,17.0678,17.21209,16.38498,1226.68233,38.24799,0.76703,88.1832,211.38835,7.82286,4.16593,1163.24485,19.82812,0.37312,158.83074,118.11479,1125.40511,76.48257,76.74534,77.02294,1112.94602,1210.41313,1461.94785,4.55571,7.22109,17.94518,0.37879,0.82831,0.9746,40.62054,59.25306,75.92803,60.62797
107,70.64866,240.6406926832362,37.22038471384648,0.3012,0.28366,0.4233,14.43093,14.58621,13.75322,1674.49971,68.72636,0.86572,228.83411,282.41241,64.97451,8.57751,1890.27483,64.43568,0.75222,42.08158,104.25894,60.01357,70.55465,70.59956,70.64545,1830.87451,1953.8886,2115.00296,8.18003,8.91252,10.94576,0.71266,0.79648,0.90102,62.41164,64.90341,67.49311,2350.57028
108,51.38204,34.94739216887728,50.48333519662901,0.28309,0.2761,0.32149,15.24802,15.31521,14.52852,1165.16382,134.77999,0.43357,133.08927,210.21412,97.71224,4.00216,1158.0809,142.05143,0.47902,298.29973,23.90988,67.51865,51.31925,51.36472,51.41152,1140.27245,1158.72845,1177.87246,3.72164,4.07432,4.57882,0.38166,0.4942,0.61005,133.14542,139.68948,147.39402,476.5971
109,86.6129,162.11027859018384,74.2688384085415,0.15193,0.14423,0.23404,17.33922,17.54303,16.68378,768.3921,25.61486,0.3415,342.13115,236.41422,23.37872,9.26512,772.38113,15.51568,0.56802,192.89663,46.91027,74.91903,86.23489,86.51791,86.79519,762.23313,771.93401,783.67165,9.00139,10.37813,15.21152,0.39276,0.60122,0.86197,26.95399,38.17135,50.97302,178.95531
110,143.16621,45.9936082191715,-62.59049971988175,0.45297,0.44917,0.58295,14.86033,14.89326,14.1241,883.3884,108.36661,0.1476,123.02783,181.976,44.61886,5.63845,915.43982,106.08483,0.18436,234.10474,176.1355,329.80764,142.82153,143.01945,143.21749,882.47597,914.74939,948.52706,5.15138,6.11011,8.12364,0.10804,0.35518,0.80567,97.1783,105.01374,113.95068,58.85088
111,200.19276,5.234466334473719,4.314928377399034,0.47373,0.46031,0.62083,15.06197,15.18885,14.37098,566.24794,36.13644,0.76268,192.79631,153.4234,52.99345,12.55064,586.55274,45.9726,0.53081,141.45742,170.9315,576.00607,200.59701,201.2524,201.91643,568.17983,585.58828,601.72868,13.49962,26.00638,107.44408,0.55401,0.93289,0.99602,50.69541,70.62266,84.22925,53.50527
112,34.51681,50.93760068753853,-38.37488735365646,0.22152,0.20745,0.31782,14.3201,14.4803,13.64467,2349.94911,147.31808,0.02855,20.54091,77.02641,108.00387,9.84087,4012.13968,165.24265,0.39531,30.41313,101.5192,23.96152,34.51353,34.52479,34.53551,3757.64296,4437.91458,5457.97244,9.77125,10.04736,10.6045,0.36615,0.43577,0.50873,158.14183,162.36549,166.92064,38412.56361
113,143.83822,316.11206084123063,-78.4726748305714,0.99602,0.99038,1.21586,9.89514,9.94051,9.16501,1028.68129,103.08274,0.85726,194.25663,254.4994,57.66761,12.72808,1034.66465,85.92962,0.52592,23.19509,76.77397,84.97886,143.38681,143.58979,143.78208,1013.39631,1037.63067,1062.54114,11.62527,13.10353,17.32853,0.29026,0.56984,0.91344,80.25835,86.04273,91.66728,185.41058
114,110.79053,2.883453474155137,30.30268253511534,0.2502,0.23714,0.35844,15.98243,16.13384,15.30292,547.90538,76.51301,0.17876,68.60496,308.13731,17.55694,9.90804,544.60939,90.31522,0.31831,84.02624,139.44758,318.88348,110.30632,110.5868,110.87062,531.41243,544.08634,556.00035,9.36802,14.03187,38.59437,0.20507,0.77069,0.98216,83.63567,89.6315,97.72657,66.69901
115,117.77277,295.1421144520082,31.35298411672524,0.98281,0.97461,0.95532,10.77365,10.82586,10.04687,1265.21613,56.16972,0.71691,246.32259,222.49191,132.08113,10.45939,1280.3911,53.26161,0.64653,60.82588,49.10378,120.04338,117.67319,117.79976,117.92622,1250.3812,1291.36048,1344.10901,9.59699,11.22697,15.20422,0.58157,0.71022,0.86359,48.23736,55.46115,63.02946,334.33057
116,245.02296,289.3946124614352,23.22713809521361,0.52062,0.51359,0.64007,15.59831,15.66104,14.87665,1325.50981,59.7055,0.37548,91.21051,314.90307,115.23453,9.90034,1285.06288,52.95645,0.12892,259.99015,145.93777,109.26888,243.95987,244.91923,245.93496,1249.27219,1329.47763,1747.61188,8.81095,10.61689,14.01169,0.10563,0.37777,0.81602,48.30866,59.14956,71.10083,92.77015
117,39.64187,345.8771376859158,-19.341479572927934,0.34815,0.3323,0.45089,13.27526,13.45601,12.6093,23.19129,60.28553,0.08443,8.37194,159.41789,0.61345,10.3909,64.3357,108.78111,0.72613,308.03285,166.22631,36.07983,39.60758,39.63376,39.65977,64.21083,64.38877,64.56755,9.94994,18.88848,69.52944,0.65457,0.9513,0.99669,92.4487,100.59127,115.10702,81.07092
118,44.6336,156.22994325526915,-3.515449626384531,0.22354,0.2037,0.26834,15.36031,15.58618,14.71481,670.74944,58.95006,0.73179,41.98254,18.29246,62.23183,9.77215,671.34351,61.88141,0.69293,33.21758,21.03664,51.86711,44.57046,44.62324,44.67739,667.92101,673.03155,677.72251,9.3231,11.15914,17.30309,0.65325,0.79575,0.94124,59.1228,63.12758,67.74833,1303.83425
119,185.99981,316.0449935204637,51.7883835435178,0.45997,0.44818,0.58368,15.57058,15.67028,14.86671,1142.09901,87.22773,0.59981,268.43271,302.65757,81.52267,12.75432,1132.90752,80.06698,0.70881,96.73659,126.85102,164.77145,184.09251,184.56255,185.02927,1080.51808,1142.94966,1290.68305,11.87729,22.83316,67.33647,0.69601,0.93326,0.99275,79.14862,86.59682,90.10707,62.35611
120,76.50324,184.9705392924237,86.07754117514571,0.40129,0.38581,0.53116,13.99667,14.11682,13.30251,129.61308,154.52955,0.68356,290.8953,37.7179,18.83555,10.73997,129.59098,146.1844,0.45219,343.74758,97.84078,18.10835,76.52908,76.58392,76.63657,129.2441,129.64029,130.07115,10.17601,12.06123,17.01368,0.26967,0.52738,0.8496,122.95949,135.3098,147.82658,101.13992
